知道 zhidao
覆巢无完卵 fuchaowuwanluan
不言自明 buyanziming
二进制 erjinzhi
库尔斯克 kuersike
示好 shihao
有一利必有一弊 youyilibiyouyibi
偌大 ruoda
土星 tuxing
可人 keren
矿物学 kuangwuxue
拥挤不堪 yongjibukan
永年 yongnian
三下五除二 sanxiawuchuer
遑遑 huanghuang
哈尼族 hanizu
闲磕牙 xiankeya
再衰三竭 zaishuaisanjie
有门儿 youmener
电压互感器 dianyahuganqi
回旋曲 huixuanqu
从众 congzhong
在理 zaili
北爱 beiai
满腔热忱 manqiangrechen
立法 lifa
关停并转 guantingbingzhuan
特首 teshou
松嘴 songzui
专任 zhuanren
哈市 hashi
新岁 xinsui
此案 cian
亡命徒 wangmingtu
悬殊 xuanshu
放肆 fangsi
集散 jisan
感天动地 gantiandongdi
行事历 xingshili
生长 shengchang
永备 yongbei
大权独揽 daquandulan
再认 zairen
苏军 sujun
镇惊 zhenjing
行事历 hangshili
大权独揽 daiquandulan
制图学 zhituxue
直道 zhidao
三江侗族自治县 sanjiangdongzuzizhixian
防空 fangkong
新闻报道 xinwenbaodao
歇歇脚 xiexiejiao
应选 yingxuan
细民 ximin
保墒 baoshang
领导艺术 lingdaoyishu
矮胖 aipang
安西 anxi
一言既出 yiyanjichu
椰子油 yeziyou
冲印 chongyin
三角铁 sanjiaotie
违法 weifa
珍惜 zhenxi
趸批 dunpi
吃不了兜着走 chibuliaodouzhuozou
原先 yuanxian
英华 yinghua
子堤 zidi
推涛作浪 tuitaozuolang
五河县 wuhexian
外路 wailu
百事 baishi
翻浆 fanjiang
亲如兄弟 qinruxiongdi
岚皋 langao
少先队 shaoxiandui
白云 baiyun
恶语中伤 eyuzhongshang
大考 dakao
智育 zhiyu
尖锐湿疣 jianruishiyou
多半 duoban
收报机 shoubaoji
哭丧着脸 kusangzhuolian
太平无象 taipingwuxiang
大考 daikao
测控 cekong
北极星 beijixing
荣幸 rongxing
前线 qianxian
更动 gengdong
点评 dianping
鼓足干劲 guzuganjin
赣榆 ganyu
元氏 yuanshi
佐剂 zuoji
懊悔 aohui
合成机 hechengji
诈病 zhabing
冰冷 bingleng
请辞 qingci
长青 changqing
五分制 wufenzhi
栽培技术 zaipeijishu
联合国开发计划署 lianheguokaifajihuashu
过从甚密 guocongshenmi
五雷轰顶 wuleihongding
判决 panjue
南靖 nanjing
妙曼 miaoman
但求无过 danqiuwuguo
人人皆知 renrenjiezhi
不复存在 bufucunzai
密信 mixin
不二价 buerjia
反党 fandang
大白 dabai
益州 yizhou
阿尔斯特 aersite
四海一家 sihaiyijia
中国式 zhongguoshi
刺目 cimu
大白 daibai
阿尔斯特 eersite
地理环境 dilihuanjing
该市 gaishi
赵州桥 zhaozhouqiao
提成 ticheng
荔浦 lipu
举例来说 julilaishuo
提成 dicheng
终生 zhongsheng
六书 liushu
清廉 qinglian
第一版 diyiban
慰唁 weiyan
垫片 dianpian
浅红 qianhong
七颠八倒 qidianbadao
均等 jundeng
气袋 qidai
不理不睬 bulibucai
僵硬 jiangying
惊讶 jingya
祸兮福所倚 huoxifusuoyi
保护性 baohuxing
出力不讨好 chulibutaohao
温暖 wennuan
仪型 yixing
遥控 yaokong
偷空 toukong
埋三怨四 maisanyuansi
迷幻药 mihuanyao
校际 xiaoji
人不为己 renbuweiji
被申请人 beishenqingren
执行机构 zhixingjigou
埋三怨四 mansanyuansi
校际 jiaoji
铮铮 zhengzheng
封闭 fengbi
封一 fengyi
春雨贵如油 chunyuguiruyou
农行 nongxing
阴凉 yinliang
茶卤 chalu
卤族 luzu
能歌善舞 nenggeshanwu
付之一炬 fuzhiyiju
钢铁长城 gangtiechangcheng
空余 kongyu
招呼 zhaohu
矢口 shikou
鸣奏 mingzou
突击 tuji
张弓 zhanggong
大声 dasheng
温控 wenkong
生化 shenghua
看笑话 kanxiaohua
绢扇 juanshan
大声 daisheng
穿堂 chuantang
称呼 chenghu
桐梓 tongzi
储备 chubei
分晓 fenxiao
称呼 chenhu
特教 tejiao
麦蚜 maiya
直播 zhibo
义赛 yisai
上手 shangshou
离奇 liqi
海涂 haitu
表音 biaoyin
大宗 dazong
翕动 xidong
再选 zaixuan
嘴硬 zuiying
杏干 xinggan
这么点儿 zhemedianer
大宗 daizong
放牧 fangmu
神奇 shenqi
男客 nanke
羞涩 xiuse
推荐 tuijian
情有独钟 qingyouduzhong
晶石 jingshi
牵牛星 qianniuxing
音乐片 yinlepian
亢阳 kangyang
子房 zifang
大五金 dawujin
不和 buhe
精良 jingliang
引人瞩目 yinrenzhumu
海温 haiwen
大五金 daiwujin
藏书 cangshu
蜂炮 fengpao
后继乏人 houjifaren
妇弟 fudi
霜期 shuangqi
藏书 zangshu
安岳 anyue
希图 xitu
逸乐 yile
凶年 xiongnian
八府巡按 bafuxunan
呱唧 guji
所幸 suoxing
草房 caofang
晚年 wannian
综合 zonghe
了不得 liaobude
和平岛 hepingdao
团团 tuantuan
本州 benzhou
景颇 jingpo
综合 zenghe
欢聚一堂 huanjuyitang
苗岭 miaoling
寸土必争 cuntubizheng
和平岛 huopingdao
星星之火 xingxingzhihuo
双百方针 shuangbaifangzhen
体育部 tiyubu
前瞻 qianzhan
群众关系 qunzhongguanxi
峨嵋 emei
端头 duantou
菁菁 jingjing
擒贼先擒王 qinzeixianqinwang
侵略 qinlve
可行 kexing
广博 guangbo
横眉冷对千夫指 hengmeilengduiqianfuzhi
庚辰 gengchen
发汗剂 fahanji
洗洗涮涮 xixishuanshuan
八月节 bayuejie
一饭三吐哺 yifansantubu
大为 dawei
乘风 chengfeng
适度 shidu
大为 daiwei
中国红十字会总会 zhongguohongshizihuizonghui
民庭 minting
长岛 changdao
党内 dangnei
顺流而下 shunliuerxia
天宝 tianbao
嗜好 shihao
柳暗花明又一村 liuanhuamingyouyicun
抵触 dichu
水土不服 shuitubufu
秋凉 qiuliang
国有化 guoyouhua
一无是处 yiwushichu
吃一堑 chiyiqian
门市部 menshibu
独资 duzi
涂刷 tushua
观察 guancha
有法可依 youfakeyi
单纯 danchun
海原 haiyuan
抱歉 baoqian
螺丝起子 luosiqizi
三乙醇胺 sanyichunan
结焦 jiejiao
幽微 youwei
进爵 jinjue
单纯 chanchun
好望角 haowangjiao
下子 xiazi
贡生 gongsheng
盐店 yandian
博彩 bocai
闭环 bihuan
胡志明 huzhiming
金瓜 jingua
十有八九 shiyoubajiu
女低音 nvdiyin
东风射马耳 dongfengshemaer
人行横道 renxinghengdao
蕨类植物 jueleizhiwu
银座 yinzuo
纯良 chunliang
不值一驳 buzhiyibo
番木瓜 fanmugua
克拉克 kelake
卡洛斯 kaluosi
刺青 ciqing
监视 jianshi
六月雪 liuyuexue
卡洛斯 qialuosi
三萜类 santielei
靖远 jingyuan
乘兴 chengxing
摇鹅毛扇 yaoemaoshan
代理处 dailichu
敌后 dihou
警觉 jingjue
哀鸿遍野 aihongbianye
正高 zhenggao
钉书机 dingshuji
弹出式 danchushi
柔韧 rouren
长江三角洲 changjiangsanjiaozhou
六合彩 liuhecai
清账 qingzhang
更新换代 gengxinhuandai
外交政策 waijiaozhengce
主动脉瘤 zhudongmailiu
邻水 linshui
中研院 zhongyanyuan
绿肥作物 lvfeizuowu
缩略 suolve
清运 qingyun
七日 qiri
泛泛 fanfan
一草一木 yicaoyimu
石塔 shita
大项 daxiang
编目 bianmu
碧绿 bilv
各司其职 gesiqizhi
大一 dayi
大项 daixiang
百里挑一 bailitiaoyi
孳息 zixi
戛戛 jiajia
晋察冀 jinchaji
领航 linghang
净空 jingkong
磁道 cidao
机敏 jimin
代代相传 daidaixiangchuan
古今中外 gujinzhongwai
轧轧 zhazha
瞠目结舌 chengmujieshe
钻牛角尖 zuanniujiaojian
井研 jingyan
经贸 jingmao
归化 guihua
建筑机械 jianzhujixie
轧轧 yazha
自上而下 zishangerxia
毫厘不爽 haolibushuang
訇然 hongran
不足以 buzuyi
大一 daiyi
七弯八拐 qiwanbaguai
用以 yongyi
私图 situ
伊斯兰教 yisilanjiao
安生 ansheng
理赔 lipei
卷舌元音 juansheyuanyin
被占 beizhan
叠翠 diecui
弱旅 ruolv
一得之功 yidezhigong
厚非 houfei
遍体 bianti
预埋件 yumaijian
宽大 kuanda
东风 dongfeng
自查 zicha
临泉 linquan
福特 fute
一氧化氮 yiyanghuadan
神而明之 shenermingzhi
运行 yunxing
牛仔装 niuzizhuang
动肝火 dongganhuo
萝卜快了不洗泥 luobukuailiaobuxini
胸闷 xiongmen
工欲善其事 gongyushanqishi
三好生 sanhaosheng
无限公司 wuxiangongsi
乌纱 wusha
惨笑 canxiao
看人下菜 kanrenxiacai
一剂 yiji
勤恳 qinken
不知去向 buzhiquxiang
数以千计 shuyiqianji
数以千计 shuoyiqianji
线膨胀 xianpengzhang
宁靖 ningjing
五步蛇 wubushe
贤妻良母 xianqiliangmu
防毒面具 fangdumianju
顺手 shunshou
常任 changren
直率 zhilv
养虎贻患 yanghuyihuan
怪诞 guaidan
金堂 jintang
枪击 qiangji
葱翠 congcui
超速 chaosu
排水 paishui
种子队 zhongzidui
邮购 yougou
化学变化 huaxuebianhua
防盗 fangdao
捏一把汗 nieyibahan
电磁线 diancixian
孤寡 gugua
变换 bianhuan
油印 youyin
下次 xiaci
舒曼 shuman
青浦 qingpu
撕破脸 sipolian
特设 teshe
跟帖 gentie
话不投机半句多 huabutoujibanjuduo
食品卫生 shipinweisheng
深固 shengu
公正廉洁 gongzhenglianjie
韩信将兵 hanxinjiangbing
凉爽 liangshuang
浮泛 fufan
百年一遇 bainianyiyu
浮动 fudong
抽取 chouqu
次等 cideng
体系化 tixihua
塑料贴面板 suliaotiemianban
周边 zhoubian
光彩 guangcai
开牌 kaipai
长江三峡 changjiangsanxia
德化 dehua
西南地区 xinandiqu
彭泽 pengze
四中全会 sizhongquanhui
身无分文 shenwufenwen
粘结 zhanjie
人和 renhe
置诸高阁 zhizhugaoge
吕梁 lvliang
不经意 bujingyi
冬泳 dongyong
粘结 nianjie
红玉 hongyu
高才 gaocai
锻压 duanya
顺位 shunwei
相生 xiangsheng
倒装 daozhuang
生涩 shengse
体育局 tiyuju
递回 dihui
万能五笔 wannengwubi
愣头愣脑 lengtoulengnao
防护 fanghu
流浪 liulang
阴暗 yinan
三大差别 sandachabie
向着 xiangzhuo
废弛 feichi
一般见识 yibanjianshi
高深 gaoshen
纽西兰 niuxilan
刀身 daoshen
风湿性 fengshixing
斜纹布 xiewenbu
掉价儿 diaojiaer
举目无亲 jumuwuqin
一条龙 yitiaolong
博尔塔拉 boertala
零散 lingsan
三杯通大道 sanbeitongdadao
申论 shenlun
纳罕 nahan
腰痛 yaotong
视听 shiting
三连冠 sanlianguan
适合 shihe
举国一致 juguoyizhi
合影 heying
唐三彩 tangsancai
三角枫 sanjiaofeng
空无一人 kongwuyiren
之一 zhiyi
凛冽 linlie
稀土元素 xituyuansu
或多或少 huoduohuoshao
空天飞机 kongtianfeiji
仰泳 yangyong
芦洲 luzhou
英雄所见略同 yingxiongsuojianlvetong
千里之行 qianlizhixing
喜结良缘 xijieliangyuan
目击 muji
值得一提 zhideyiti
红十字 hongshizi
古来 gulai
本益比 benyibi
西林 xilin
水电 shuidian
调整 diaozheng
翠玉 cuiyu
卢布尔雅那 lubueryana
歌咏会 geyonghui
九九歌 jiujiuge
苦尽甜来 kujintianlai
中正 zhongzheng
调整 tiaozheng
五角形 wujiaoxing
一再 yizai
国际合作 guojihezuo
天底下 tiandixia
水际 shuiji
长远 changyuan
强壮 qiangzhuang
颠覆 dianfu
黄麻 huangma
市属 shishu
震天动地 zhentiandongdi
隔音 geyin
耀目 yaomu
意料之中 yiliaozhizhong
强壮 jiangzhuang
从轻 congqing
空缺 kongque
野鹤闲云 yehexianyun
令人神往 lingrenshenwang
男厕 nance
鱼腥味 yuxingwei
灵动 lingdong
麒麟 qilin
流行病学 liuxingbingxue
奇特 qite
溜滑 liuhua
多拉 duola
奇特 jite
混血 hunxue
常山 changshan
宣化 xuanhua
花拳绣腿 huaquanxiutui
日照 rizhao
湖绿 hulv
乍暖还寒 zhanuanhuanhan
分体 fenti
电视电话 dianshidianhua
静音 jingyin
物美价廉 wumeijialian
直接经验 zhijiejingyan
妇孺皆知 furujiezhi
西北郊 xibeijiao
宁化 ninghua
函大 handa
糖酒 tangjiu
滑石 huashi
拆墙脚 chaiqiangjiao
二郎腿 erlangtui
六安市 liuanshi
一气呵成 yiqihecheng
二手市场 ershoushichang
悲凉 beiliang
五藏六府 wucangliufu
跑江湖 paojianghu
一槌定音 yichuidingyin
保释 baoshi
指示植物 zhishizhiwu
催化 cuihua
反正 fanzheng
特种工艺 tezhonggongyi
防臭 fangchou
徨徨 huanghuang
簇簇 cucu
工团主义 gongtuanzhuyi
弹花机 danhuaji
一以贯之 yiyiguanzhi
电炒锅 dianchaoguo
务正 wuzheng
寂寥 jiliao
功不可没 gongbukemei
激酶 jimei
厂矿 changkuang
翱翔 aoxiang
虚惊 xujing
委派 weipai
万语千言 wanyuqianyan
飒然 saran
采购站 caigouzhan
包房 baofang
拼图 pintu
一举 yiju
下基层 xiajiceng
半世 banshi
皓首 haoshou
防弹玻璃 fangdanboli
果心 guoxin
恣肆 zisi
工党 gongdang
翠绿 cuilv
透顶 touding
冷却 lengque
诘难 jinan
银箔 yinbo
云霄 yunxiao
噤声 jinsheng
积压 jiya
苏伊士运河 suyishiyunhe
占线 zhanxian
疲倦 pijuan
冷冻 lengdong
输电 shudian
照相 zhaoxiang
叫声 jiaosheng
周一 zhouyi
拿手 nashou
呈正 chengzheng
十五大 shiwuda
硬性 yingxing
一笑一颦 yixiaoyipin
急来抱佛脚 jilaibaofojiao
岁岁 suisui
进账 jinzhang
能否 nengfou
有鉴于此 youjianyuci
说到做到 shuodaozuodao
先慈 xianci
说到做到 shuidaozuodao
配音 peiyin
头痛 toutong
预备 yubei
厚积薄发 houjibaofa
二锅头 erguotou
邪门 xiemen
三化螟 sanhuaming
吉达 jida
巴掌 bazhang
抗逆性 kangnixing
建宁 jianning
城市建设 chengshijianshe
火炽 huochi
丘八 qiuba
三级 sanji
优越 youyue
构图 goutu
灌篮 guanlan
转业 zhuanye
摆阔气 baikuoqi
过火 guohuo
一氧化铅 yiyanghuaqian
北辰 beichen
相马 xiangma
害人不浅 hairenbuqian
破口 pokou
健身 jianshen
七中全会 qizhongquanhui
增减 zengjian
罗密欧 luomiou
缩微胶片 suoweijiaopian
咬合 yaohe
直流发电机 zhiliufadianji
三脚架 sanjiaojia
字字珠玑 zizizhuji
近东 jindong
依然 yiran
大小写 daxiaoxie
肥东 feidong
大小写 daixiaoxie
咨询服务 zixunfuwu
不怕没柴烧 bupameichaishao
维新 weixin
四大皆空 sidajiekong
一贯制 yiguanzhi
占卦 zhangua
保养 baoyang
接着 jiezhuo
感觉器官 ganjueqiguan
岩屑 yanxie
共青团 gongqingtuan
抑制剂 yizhiji
全球通 quanqiutong
镇压 zhenya
墨菊 moju
其一 qiyi
戊戌政变 wuxuzhengbian
晋绥 jinsui
包围 baowei
养兵千日 yangbingqianri
菊花茶 juhuacha
九日 jiuri
教改 jiaogai
生民 shengmin
梭梭 suosuo
每逢佳节倍思亲 meifengjiajiebeisiqin
刚石 gangshi
精炼炉 jinglianlu
摆渡 baidu
乾安 qianan
完全 wanquan
一落千丈 yiluoqianzhang
一口口 yikoukou
走内线 zouneixian
平罗 pingluo
大喜 daxi
针尖对麦芒 zhenjianduimaimang
失语症 shiyuzheng
研究 yanjiu
刚健 gangjian
八卦掌 baguazhang
大喜 daixi
各式各样 geshigeyang
翠生生 cuishengsheng
胃痛 weitong
春风一度 chunfengyidu
活页簿 huoyebu
落后 luohou
河西走廊 hexizoulang
众口一辞 zhongkouyici
吉列 jilie
附加 fujia
重写 zhongxie
一线 yixian
落后 laohou
奉公 fenggong
大白天 dabaitian
拼死 pinsi
呼幺喝六 huyaoheliu
够格 gouge
大白天 daibaitian
天诛 tianzhu
平利 pingli
辉石 huishi
侧面 cemian
文汇报 wenhuibao
长跑 changpao
强健 qiangjian
掌印 zhangyin
繁荣 fanrong
一条心 yitiaoxin
强健 jiangjian
营业 yingye
衰年 shuainian
一本正经 yibenzhengjing
一箭之遥 yijianzhiyao
盛极一时 shengjiyishi
归纳 guina
美艳 meiyan
无机酸 wujisuan
拟议 niyi
鼎分三足 dingfensanzu
四合院儿 siheyuaner
第一流 diyiliu
止痛 zhitong
漫天 mantian
留后手 liuhoushou
三宝 sanbao
外滩 waitan
神曲 shenqu
促膝交谈 cuxijiaotan
万里长征 wanlichangzheng
少林 shaolin
去粗取精 qucuqujing
跳高 tiaogao
飞天 feitian
开化 kaihua
昌言 changyan
东方 dongfang
滑雪 huaxue
斯科特 sikete
驻华 zhuhua
机运 jiyun
刺桐 citong
佝偻 goulou
一通百通 yitongbaitong
阿皮亚 apiya
销往 xiaowang
幽冥 youming
变化 bianhua
让与 rangyu
盈亏 yingkui
一场春梦 yichangchunmeng
双喜 shuangxi
一望无垠 yiwangwuyin
阿皮亚 epiya
攘外必先安内 rangwaibixianannei
油然而生 youranersheng
而已 eryi
陈言 chenyan
今次 jinci
从此以后 congciyihou
严格 yange
宽宏 kuanhong
轮唱 lunchang
二者 erzhe
然谷 rangu
多疑 duoyi
农牧场 nongmuchang
化装 huazhuang
关东军 guandongjun
六尺之孤 liuchizhigu
广为 guangwei
懿行 yixing
区别 qubie
纠察 jiucha
复健 fujian
下花园 xiahuayuan
抱屈 baoqu
放之四海而皆准 fangzhisihaierjiezhun
请愿书 qingyuanshu
误入歧途 wuruqitu
初加工 chujiagong
勤俭建国 qinjianjianguo
嗜酒 shijiu
即以其人之道 jiyiqirenzhidao
矽谷 xigu
浑浑噩噩 hunhunee
死局 siju
对内 duinei
逻辑设计 luojisheji
深层 shenceng
技改 jigai
测电笔 cedianbi
贿选 huixuan
农林 nonglin
扶手椅 fushouyi
神龙见首不见尾 shenlongjianshoubujianwei
株连九族 zhulianjiuzu
界首 jieshou
工商管理 gongshangguanli
劳动就业 laodongjiuye
甬江 yongjiang
审计署 shenjishu
天生我材必有用 tianshengwocaibiyouyong
世上无难事 shishangwunanshi
拉高 lagao
瞒心昧己 manxinmeiji
套改 taogai
思南 sinan
花彩 huacai
推手 tuishou
不徇私情 buxunsiqing
流质 liuzhi
庆安 qingan
叙事曲 xushiqu
热锅上的蚂蚁 reguoshangdemayi
老龄 laoling
夏日 xiari
为之一新 weizhiyixin
反咬一口 fanyaoyikou
潇洒 xiaosa
县级 xianji
坚挺 jianting
室内装饰 shineizhuangshi
续稿 xugao
一身 yishen
洋商 yangshang
门前三包 menqiansanbao
闭合 bihe
编号 bianhao
连续 lianxu
文法学 wenfaxue
崇祯 chongzhen
幻听 huanting
联系 lianxi
永世 yongshi
节录 jielu
区属 qushu
横说竖说 hengshuoshushuo
苦大仇深 kudachoushen
专心 zhuanxin
江蓠 jiangli
彼得大帝 bidedadi
枯草杆菌 kucaoganjun
海鳗 haiman
离岛 lidao
八宝粥 babaozhou
二级 erji
和顺 heshun
兴旺发达 xingwangfada
说二是二 shuoershier
制鞋 zhixie
掌灯 zhangdeng
一花独放 yihuadufang
和顺 huoshun
架空 jiakong
说二是二 shuiershier
四处 sichu
自考 zikao
外挂 waigua
农电 nongdian
大区 daqu
畅销 changxiao
同位素化学 tongweisuhuaxue
凯旋 kaixuan
残缺不全 canquebuquan
一般而论 yibanerlun
绰绰 chuochuo
冷藏 lengcang
农工党 nonggongdang
大区 daiqu
封印 fengyin
开印 kaiyin
精深 jingshen
摸着石头过河 mozhuoshitouguohe
新能源 xinnengyuan
模印 moyin
审阅 shenyue
清正廉洁 qingzhenglianjie
模印 muyin
刻刻 keke
屏息 pingxi
动荡 dongdang
保证 baozheng
衣扣 yikou
超凡 chaofan
派对 paidui
无党派人士 wudangpairenshi
蛏干 chenggan
孤灯 gudeng
二医大 eryida
七步之才 qibuzhicai
罐头食品 guantoushipin
强化 qianghua
台式 taishi
建筑队 jianzhudui
最初 zuichu
正书 zhengshu
强化 jianghua
和暖 henuan
鬼祟 guisui
扬长 yangchang
七擒七纵 qiqinqizong
纸扇 zhishan
和暖 huonuan
锚固 maogu
针状 zhenzhuang
演习 yanxi
春运 chunyun
工业生产 gongyeshengchan
二万五千里长征 erwanwuqianlichangzheng
整年 zhengnian
以一当十 yiyidangshi
身怀六甲 shenhuailiujia
会心 huixin
桦林 hualin
无法 wufa
会心 kuaixin
一时间 yishijian
阴山背后 yinshanbeihou
临沭 linshu
半晌 banshang
旧年 jiunian
皮套 pitao
云山雾罩 yunshanwuzhao
酒香不怕巷子深 jiuxiangbupaxiangzishen
人同此心 rentongcixin
盆浴 penyu
良辰美景 liangchenmeijing
窃窃私语 qieqiesiyu
木梁 muliang
二重性 erzhongxing
浴血 yuxue
通都大邑 tongdudayi
少年先锋队 shaonianxianfengdui
北区 beiqu
直肠炎 zhichangyan
慰藉 weijie
锡石 xishi
电离能 dianlineng
晶胞 jingbao
前怕狼后怕虎 qianpalanghoupahu
造船 zaochuan
生殖 shengzhi
大宇 dayu
矾土 fantu
中派 zhongpai
大宇 daiyu
贴身 tieshen
同心合德 tongxinhede
一总 yizong
摄影 sheying
兀立 wuli
催青 cuiqing
昔阳 xiyang
拒绝 jujue
旱年 hannian
矿尘 kuangchen
翼翼 yiyi
磁带机 cidaiji
地对空 diduikong
年中 nianzhong
节假 jiejia
介面 jiemian
冷饮店 lengyindian
何方 hefang
定向天线 dingxiangtianxian
憔悴 qiaocui
头虱 toushi
国家图书馆 guojiatushuguan
二老 erlao
舆图 yutu
藏青 cangqing
当着 dangzhuo
藏青 zangqing
乞援 qiyuan
中欧 zhongou
麦加 maijia
马列 malie
欲穷千里目 yuqiongqianlimu
数见不鲜 shujianbuxian
尤为 youwei
建筑材料 jianzhucailiao
极目 jimu
数见不鲜 shuojianbuxian
词霸 ciba
具体地说 jutidishuo
消遣 xiaoqian
欣然 xinran
滑稽 huaji
二奶 ernai
争芳斗艳 zhengfangdouyan
切削 qiexiao
九霄 jiuxiao
卢沟桥 lugouqiao
绿色植物 lvsezhiwu
为数不多 weishubuduo
走弯路 zouwanlu
东华 donghua
温良恭俭让 wenlianggongjianrang
布尔 buer
判别 panbie
集贸 jimao
亚欧 yaou
零七八碎 lingqibasui
惠风和畅 huifenghechang
沙层 shaceng
失声 shisheng
中阳 zhongyang
惊奇 jingqi
八分音符 bafenyinfu
缺勤 queqin
潭影 tanying
辨别 bianbie
一个劲 yigejin
试唱 shichang
爪哇 zhuawa
生动 shengdong
外交特权 waijiaotequan
运思 yunsi
哑火 yahuo
紫石英 zishiying
同辈 tongbei
非一狐之腋 feiyihuzhiye
重任在肩 zhongrenzaijian
海岛 haidao
个人主页 gerenzhuye
人治 renzhi
剪切 jianqie
所属 suoshu
找出路 zhaochulu
复试 fushi
沉闷 chenmen
这话 zhehua
合理合法 helihefa
说一是一 shuoyishiyi
八进制 bajinzhi
而言 eryan
英伟 yingwei
人种学 renzhongxue
完美 wanmei
古吉拉特 gujilate
说一是一 shuiyishiyi
一票否决 yipiaofoujue
